,Coin,Timestamp,Datetime,Last/Open,High/Low,Vol-USDT-24h,Open-24h,High-24h,Low-24h,Close-Last,Vol-Ccy-24h,Vol-Num-24h
545,TAMA-BTC,1679371320007,2023-03-21 12:02:00.007,-3.3040000000,6.5574000000,23570.9556074195,0.0000004540,0.0000004550,0.0000004270,0.0000004390,0.8442081573,1927739.1299999999
546,XCH-BTC,1679371347205,2023-03-21 12:02:27.205,-3.1250000000,5.2200000000,23457.0286939627,0.0014080000,0.0014110000,0.0013410000,0.0013640000,0.8401277954,615.5553000000
547,KCAL-USDT,1679371341717,2023-03-21 12:02:21.717,-1.5501000000,6.9101000000,23348.3612950400,0.2903000000,0.2986000000,0.2793000000,0.2858000000,23348.3612950400,80927.9869000000
548,THETA-BTC,1679371331310,2023-03-21 12:02:11.310,-4.2105000000,5.5249000000,23334.0013497587,0.0000380000,0.0000382000,0.0000362000,0.0000364000,0.8357214960,22502.4400000000
549,DASH-ETH,1679371348506,2023-03-21 12:02:28.506,0.9434000000,5.4140000000,23184.2776687353,0.0318000000,0.0331000000,0.0314000000,0.0321000000,13.1668372878,410.8447520000
550,DGB-BTC,1679371347407,2023-03-21 12:02:27.407,-2.5352000000,4.9563000000,23041.2431001897,0.0000003550,0.0000003600,0.0000003430,0.0000003460,0.8252361807,2354027.1299999999
551,MENGO-USDT,1679371347801,2023-03-21 12:02:27.801,-2.3211000000,6.1117000000,22895.7835521320,0.5010500000,0.5054100000,0.4763000000,0.4894200000,22895.7835521320,46444.6643000000
552,LBA-USDT,1679371320014,2023-03-21 12:02:00.014,-5.4414000000,10.5194000000,22701.7432172521,0.0016540000,0.0016810000,0.0015210000,0.0015640000,22701.7432172521,14348420.3712239992
553,KOL-USDT,1679371348506,2023-03-21 12:02:28.506,-7.5145000000,11.5385000000,22606.6925326299,0.0034600000,0.0034800000,0.0031200000,0.0032000000,22606.6925326299,6899739.3650580002
554,RACA-USDC,1679371323389,2023-03-21 12:02:03.389,-1.9289000000,4.4248000000,22174.6046116157,0.0001970000,0.0002006000,0.0001921000,0.0001932000,22252.1237294000,113221160.0000000000
555,SAMO-USDT,1679371329795,2023-03-21 12:02:09.795,-4.4619000000,8.5873000000,22163.4983242056,0.0038100000,0.0039200000,0.0036100000,0.0036400000,22163.4983242056,5885493.3194880001
556,ADA-ETH,1679371339105,2023-03-21 12:02:19.105,0.5181000000,2.6455000000,21769.3214672508,0.0001930000,0.0001940000,0.0001890000,0.0001940000,12.3632540000,64362.0000000000
557,BRWL-USDT,1679371348206,2023-03-21 12:02:28.206,-4.9829000000,6.4855000000,21478.8737386669,0.0029300000,0.0029390000,0.0027600000,0.0027840000,21478.8737386669,7603698.7729000002
558,ZEC-ETH,1679371347709,2023-03-21 12:02:27.709,-3.8835000000,6.1856000000,21156.8289998357,0.0206000000,0.0206000000,0.0194000000,0.0198000000,12.0154066884,597.1260420000
559,ALCX-USDT,1679371348206,2023-03-21 12:02:28.206,-1.3825000000,4.7170000000,20806.9234168000,21.7000000000,22.2000000000,21.2000000000,21.4000000000,20806.9234168000,955.6168970000
560,FAME-USDT,1679371348205,2023-03-21 12:02:28.205,-3.8462000000,9.4118000000,20752.8074199440,0.0018200000,0.0018600000,0.0017000000,0.0017500000,20752.8074199440,11644950.6702999994
561,LITH-USDT,1679371338388,2023-03-21 12:02:18.388,-5.2455000000,8.6022000000,20526.4308934852,0.0008960000,0.0009090000,0.0008370000,0.0008490000,20526.4308934852,23598337.3708759993
562,SLP-USDC,1679371345009,2023-03-21 12:02:25.009,0.3584000000,5.0725000000,20141.5715743769,0.0027900000,0.0029000000,0.0027600000,0.0028000000,20211.9835112110,7145534.5329999998
563,TRUE-BTC,1679371337407,2023-03-21 12:02:17.407,-4.9383000000,5.1948000000,20029.7834284319,0.0000008100,0.0000008100,0.0000007700,0.0000007700,0.7173789150,920338.5390000000
564,GARI-USDT,1679371337687,2023-03-21 12:02:17.687,-3.8526000000,6.5603000000,19609.7007049097,0.0597000000,0.0601000000,0.0564000000,0.0574000000,19609.7007049097,335953.5809700000
565,FLOW-ETH,1679371347706,2023-03-21 12:02:27.706,6.6667000000,15.7895000000,19490.0585441669,0.0006000000,0.0006600000,0.0005700000,0.0006400000,11.0688128070,17695.7488000000
566,NULS-BTC,1679371345710,2023-03-21 12:02:25.710,-3.1124000000,8.5595000000,19437.2399527375,0.0000099600,0.0000104000,0.0000095800,0.0000096500,0.6961566089,70136.0882000000
567,ARK-USDT,1679371345408,2023-03-21 12:02:25.408,-5.4755000000,11.2853000000,19343.8390969890,0.3470000000,0.3550000000,0.3190000000,0.3280000000,19343.8390969890,56736.9912080000
568,XLM-ETH,1679371347707,2023-03-21 12:02:27.707,0.8000000000,2.6477000000,18858.2121519518,0.0000500000,0.0000504000,0.0000491000,0.0000504000,10.7099739958,214956.9740000000
569,KAR-USDT,1679371342006,2023-03-21 12:02:22.006,-1.1561000000,4.1420000000,18336.3380000570,0.1730000000,0.1760000000,0.1690000000,0.1710000000,18336.3380000570,106333.3347760000
570,MIR-USDT,1679371326906,2023-03-21 12:02:06.906,-3.9604000000,6.1856000000,18301.9885126260,0.1010000000,0.1030000000,0.0970000000,0.0970000000,18301.9885126260,181773.3399190000
571,CEL-BTC,1679371340909,2023-03-21 12:02:20.909,-3.0781000000,5.2632000000,18025.6616270016,0.0000133200,0.0000134000,0.0000127300,0.0000129100,0.6456000699,49553.7677000000
572,FITFI-USDC,1679371336373,2023-03-21 12:02:16.373,-3.3113000000,14.2857000000,17759.7803004507,0.0151000000,0.0160000000,0.0140000000,0.0146000000,17821.8658494400,1183810.9212000000
573,ABT-USDT,1679371322404,2023-03-21 12:02:02.404,-0.6627000000,4.0571000000,17528.1592653614,0.1358000000,0.1385000000,0.1331000000,0.1349000000,17528.1592653614,128658.9633780000
574,LSK-BTC,1679371330808,2023-03-21 12:02:10.808,-3.2338000000,4.1237000000,17444.4131224134,0.0000402000,0.0000404000,0.0000388000,0.0000389000,0.6247823000,15771.0000000000
575,BORA-USDT,1679371347841,2023-03-21 12:02:27.841,-2.6178000000,13.0435000000,17302.5943996000,0.1910000000,0.2080000000,0.1840000000,0.1860000000,17302.5943996000,89609.1580000000
576,BADGER-BTC,1679371348508,2023-03-21 12:02:28.508,-0.2618000000,5.1800000000,17289.0367383755,0.0001146000,0.0001198000,0.0001139000,0.0001143000,0.6192174000,5302.0000000000
577,MOF-USDC,1679371345308,2023-03-21 12:02:25.308,-7.7857000000,13.7681000000,17270.3721819611,0.0001400000,0.0001413000,0.0001242000,0.0001291000,17330.7468330000,133741276.0000000000
578,PRQ-USDT,1679371341509,2023-03-21 12:02:21.509,-1.9130000000,14.1831000000,17249.4932799869,0.1150000000,0.1272000000,0.1114000000,0.1128000000,17249.4932799869,147940.6887100000
579,DEP-USDC,1679371330206,2023-03-21 12:02:10.206,-3.6939000000,12.3167000000,16980.2066161329,0.0037900000,0.0038300000,0.0034100000,0.0036500000,17039.5668915350,4663045.0716000004
580,GODS-USDC,1679371320008,2023-03-21 12:02:00.008,-2.5804000000,7.5789000000,16755.7091423474,0.2519000000,0.2626000000,0.2441000000,0.2454000000,16814.2846079900,66376.1248000000
581,MLN-USDT,1679371326012,2023-03-21 12:02:06.012,-3.0837000000,5.0000000000,15967.7856554000,22.7000000000,23.1000000000,22.0000000000,22.0000000000,15967.7856554000,715.5332940000
582,XEM-USDC,1679371347007,2023-03-21 12:02:27.007,-3.0151000000,7.8329000000,15959.3025180778,0.0398000000,0.0413000000,0.0383000000,0.0386000000,16015.0938646800,404663.6476000000
583,ANC-USDC,1679371324439,2023-03-21 12:02:04.439,-0.4464000000,5.4545000000,15939.4377226962,0.0224000000,0.0232000000,0.0220000000,0.0223000000,15995.1596249300,706870.2601000000
584,CELT-USDC,1679371325808,2023-03-21 12:02:05.808,1.3937000000,4.4811000000,15909.0850549955,0.0008610000,0.0008860000,0.0008480000,0.0008730000,15964.7008488200,18351265.4400000013
585,MITH-BTC,1679371348406,2023-03-21 12:02:28.406,-7.6271000000,9.2593000000,15469.1325886917,0.0000001180,0.0000001180,0.0000001080,0.0000001090,0.5540364224,4889463.7230000002
586,API3-ETH,1679371347608,2023-03-21 12:02:27.608,-3.0189000000,6.5803000000,15358.8118988823,0.0010600000,0.0010690000,0.0010030000,0.0010280000,8.7225912360,8496.8265490000
587,SKEB-USDT,1679371347108,2023-03-21 12:02:27.108,-2.8210000000,4.2700000000,15111.2867128650,0.0020702000,0.0020854000,0.0020000000,0.0020118000,15111.2867128650,7488047.0700000003
588,HEGIC-ETH,1679371348408,2023-03-21 12:02:28.408,-3.1327000000,14.9107000000,14531.6475449449,0.0000121300,0.0000128700,0.0000112000,0.0000117500,8.2528272600,693639.0000000000
589,GEAR-USDT,1679371332013,2023-03-21 12:02:12.013,-1.4286000000,2.7121000000,14501.0680040000,0.0147000000,0.0147700000,0.0143800000,0.0144900000,14501.0680040000,996669.8800000000
590,UMEE-USDT,1679371330306,2023-03-21 12:02:10.306,-4.2408000000,5.7887000000,14485.4979757800,0.0073100000,0.0073100000,0.0069100000,0.0070000000,14485.4979757800,2039525.6753680001
591,AZY-USDC,1679371347207,2023-03-21 12:02:27.207,-1.8450000000,9.2424000000,14374.2923575051,0.0135500000,0.0144200000,0.0132000000,0.0133000000,14424.5427444610,1071548.7193000000
592,THG-USDT,1679371348509,2023-03-21 12:02:28.509,-0.1408000000,9.2330000000,14197.2328169391,0.0710000000,0.0769000000,0.0704000000,0.0709000000,14197.2328169391,190394.3223120000
593,FODL-USDT,1679371346701,2023-03-21 12:02:26.701,-2.2569000000,5.8182000000,14197.0998232061,0.0057600000,0.0058200000,0.0055000000,0.0056300000,14197.0998232061,2527331.9294739999
594,LTC-OKB,1679371348309,2023-03-21 12:02:28.309,-1.1494000000,7.2289000000,14159.0254631369,1.7400000000,1.7800000000,1.6600000000,1.7200000000,305.8815407600,175.5558750000
595,MRST-USDT,1679371346623,2023-03-21 12:02:26.623,-6.3869000000,8.7685000000,14025.0679869910,0.0109600000,0.0110400000,0.0101500000,0.0102600000,14025.0679869910,1310175.6997000000
596,ELT-USDC,1679371337378,2023-03-21 12:02:17.378,-2.5000000000,10.1010000000,13831.1861568487,0.0010400000,0.0010900000,0.0009900000,0.0010140000,13879.5379253500,13442218.2300000004
597,SNT-BTC,1679371347307,2023-03-21 12:02:27.307,-5.0746000000,5.7712000000,13831.0298715531,0.0000010050,0.0000010080,0.0000009530,0.0000009540,0.4953667741,508274.8600000000
598,CTC-BTC,1679371334011,2023-03-21 12:02:14.011,-6.2676000000,7.0890000000,13674.3186457583,0.0000142000,0.0000142000,0.0000132600,0.0000133100,0.4897540659,36039.0876000000
599,KSM-ETH,1679371332207,2023-03-21 12:02:12.207,-4.4118000000,6.2176000000,13579.0466272977,0.0204000000,0.0205000000,0.0193000000,0.0195000000,7.7118252300,386.9375000000
600,WSB-USDT,1679371343419,2023-03-21 12:02:23.419,-5.1220000000,10.0796000000,13534.4966832760,0.0008200000,0.0008300000,0.0007540000,0.0007780000,13534.4966832760,16850781.6769019999
601,MXC-USDC,1679371343365,2023-03-21 12:02:23.365,-0.8924000000,4.6796000000,12940.9263816348,0.0201700000,0.0205800000,0.0196600000,0.0199900000,12986.1659344470,643843.5739000000
602,BHP-USDT,1679371345710,2023-03-21 12:02:25.710,0.8264000000,5.7895000000,12872.2126986973,0.1331000000,0.1407000000,0.1330000000,0.1342000000,12872.2126986973,94056.5808510000
603,ZEN-BTC,1679371347311,2023-03-21 12:02:27.311,-4.9096000000,7.7562000000,12808.3059554089,0.0003870000,0.0003890000,0.0003610000,0.0003680000,0.4587372930,1214.6656100000
604,ZRX-BTC,1679371346409,2023-03-21 12:02:26.409,-5.5242000000,6.2275000000,12748.6095146676,0.0000088700,0.0000088700,0.0000083500,0.0000083800,0.4565992286,52667.4870000000
605,KCAL-USDC,1679371337569,2023-03-21 12:02:17.569,-4.7389000000,5.4953000000,12692.5252434907,0.3102000000,0.3110000000,0.2948000000,0.2955000000,12736.8964228900,41665.9590000000
606,EGT-USDT,1679371347011,2023-03-21 12:02:27.011,3.3592000000,9.4488000000,12362.8355042971,0.0003870000,0.0004170000,0.0003810000,0.0004000000,12362.8355042971,30578287.7020189986
607,BNT-BTC,1679371348207,2023-03-21 12:02:28.207,3.9604000000,5.4726000000,12360.6403605791,0.0000202000,0.0000212000,0.0000201000,0.0000210000,0.4427038766,21621.4289000000
608,RNT-USDT,1679371346640,2023-03-21 12:02:26.640,1.9895000000,5.9859000000,11696.0879543612,0.0017090000,0.0018060000,0.0017040000,0.0017430000,11696.0879543612,6699801.5128680002
609,CELO-BTC,1679371347309,2023-03-21 12:02:27.309,-3.4043000000,6.6667000000,11018.7717079242,0.0000235000,0.0000240000,0.0000225000,0.0000227000,0.3946440320,16978.7922000000
610,TOWN-USDT,1679371348506,2023-03-21 12:02:28.506,-7.2905000000,13.5224000000,10554.3886424525,0.0367600000,0.0380300000,0.0335000000,0.0340800000,10554.3886424525,294354.1690230000
611,WXT-USDT,1679371320009,2023-03-21 12:02:00.009,-1.5748000000,4.8257000000,10549.8830121753,0.0038100000,0.0039100000,0.0037300000,0.0037500000,10549.8830121753,2754899.6511599999
612,APIX-USDT,1679371325007,2023-03-21 12:02:05.007,-5.0179000000,8.7209000000,10293.6801947583,0.0055800000,0.0056100000,0.0051600000,0.0053000000,10293.6801947583,1895549.0431420000
613,CEL-USDC,1679371346380,2023-03-21 12:02:26.380,-1.5359000000,5.9339000000,10276.7555872834,0.3646000000,0.3749000000,0.3539000000,0.3590000000,10312.6815954700,28368.2105000000
614,YFII-USDC,1679371347505,2023-03-21 12:02:27.505,-0.0621000000,3.6109000000,10247.0349936857,1126.5000000000,1153.5000000000,1113.3000000000,1125.8000000000,10282.8571031000,9.0747290000
615,QTUM-ETH,1679371347605,2023-03-21 12:02:27.605,-3.0928000000,5.9459000000,10153.4625440147,0.0019400000,0.0019600000,0.0018500000,0.0018800000,5.7663642204,3038.6757800000
616,NAS-USDT,1679371334809,2023-03-21 12:02:14.809,-13.6646000000,16.9675000000,10106.1944289848,0.0322000000,0.0324000000,0.0277000000,0.0278000000,10106.1944289848,341682.6428340000
617,AST-USDT,1679371338407,2023-03-21 12:02:18.407,-9.7192000000,11.0312000000,9719.5619871985,0.0926000000,0.0926000000,0.0834000000,0.0836000000,9719.5619871985,112309.3889320000
618,XNO-USDC,1679371330706,2023-03-21 12:02:10.706,-0.1148000000,6.3158000000,9694.0114164131,0.8710000000,0.9090000000,0.8550000000,0.8700000000,9727.9002377000,11042.2161000000
619,PAY-USDT,1679371347009,2023-03-21 12:02:27.009,1.3431000000,4.7472000000,9263.6484045501,0.0163800000,0.0169900000,0.0162200000,0.0166000000,9263.6484045501,562435.3504570000
620,SFG-USDT,1679371344614,2023-03-21 12:02:24.614,-0.8264000000,5.1064000000,8995.3651944268,0.0484000000,0.0494000000,0.0470000000,0.0480000000,8995.3651944268,186365.4853740000
621,GALFT-USDC,1679371347305,2023-03-21 12:02:27.305,-3.7901000000,5.6338000000,8425.0313660246,4.1160000000,4.1250000000,3.9050000000,3.9600000000,8454.4840219000,2098.6712000000
622,SOC-USDC,1679371328008,2023-03-21 12:02:08.008,3.2090000000,6.1644000000,8397.7679214960,0.0013400000,0.0013950000,0.0013140000,0.0013830000,8427.1252684266,6240850.2225000001
623,YOU-BTC,1679371338009,2023-03-21 12:02:18.009,-3.8270000000,13.6106000000,8310.0375284637,0.0000000601,0.0000000601,0.0000000529,0.0000000578,0.2976290646,5350390.0000000000
624,EDEN-USDT,1679371320012,2023-03-21 12:02:00.012,-1.4966000000,6.5826000000,8285.5790987032,0.0735000000,0.0761000000,0.0714000000,0.0724000000,8285.5790987032,112123.4264230000
625,MDA-USDT,1679371345836,2023-03-21 12:02:25.836,-4.1270000000,9.3750000000,8013.8574680465,0.0630000000,0.0630000000,0.0576000000,0.0604000000,8013.8574680465,133863.4454970000
626,KNC-BTC,1679371347509,2023-03-21 12:02:27.509,-3.3457000000,4.6332000000,7787.7556515862,0.0000269000,0.0000271000,0.0000259000,0.0000260000,0.2789232205,10660.1540000000
627,SOS-USDC,1679371320005,2023-03-21 12:02:00.005,-6.0914000000,10.4972000000,7731.1678692841,0.0000001970,0.0000002000,0.0000001810,0.0000001850,7758.1948816330,40704140349.0000000000
628,KSM-BTC,1679371348508,2023-03-21 12:02:28.508,-6.1538000000,8.2645000000,7713.9977709409,0.0013000000,0.0013100000,0.0012100000,0.0012200000,0.2762815370,218.9096000000
629,CQT-BTC,1679371338010,2023-03-21 12:02:18.010,1.7794000000,8.1285000000,7653.6548927973,0.0000056200,0.0000057200,0.0000052900,0.0000057200,0.2741203200,50007.0000000000
630,ANT-BTC,1679371347210,2023-03-21 12:02:27.210,-3.9954000000,5.7692000000,7563.5729166736,0.0000876000,0.0000880000,0.0000832000,0.0000841000,0.2708939791,3188.2054000000
631,ALGO-BTC,1679371341810,2023-03-21 12:02:21.810,-7.4074000000,8.0000000000,7401.2158692091,0.0000081000,0.0000081000,0.0000075000,0.0000075000,0.2650790623,34145.6731000000
632,ETC-OKB,1679371348507,2023-03-21 12:02:28.507,-1.5945000000,7.7482000000,7279.8252790097,0.4390000000,0.4450000000,0.4130000000,0.4320000000,157.2681805400,359.0601200000
633,MKR-ETH,1679371348105,2023-03-21 12:02:28.105,-2.2901000000,6.3492000000,7063.1104028175,0.3930000000,0.4020000000,0.3780000000,0.3840000000,4.0112884580,10.3243310000
634,INT-BTC,1679371348107,2023-03-21 12:02:28.107,-6.5421000000,9.1837000000,6835.1588570581,0.0000001070,0.0000001070,0.0000000980,0.0000001000,0.2448053851,2425540.1600000001
635,MRST-USDC,1679371348509,2023-03-21 12:02:28.509,-6.0274000000,7.6848000000,6806.8200867660,0.0109500000,0.0110700000,0.0102800000,0.0102900000,6830.6157168250,629046.6526000000
636,PEOPLE-BTC,1679371336108,2023-03-21 12:02:16.108,-5.0941000000,10.9084000000,5759.8914171214,0.0000008186,0.0000008449,0.0000007618,0.0000007769,0.2062940256,260828.1400000000
637,ICX-BTC,1679371347608,2023-03-21 12:02:27.608,-4.8780000000,6.4935000000,5391.9930573494,0.0000082000,0.0000082000,0.0000077000,0.0000078000,0.1931175214,24534.5519000000
638,IOTA-BTC,1679371330705,2023-03-21 12:02:10.705,-3.7500000000,5.2632000000,5327.8750747369,0.0000080000,0.0000080000,0.0000076000,0.0000077000,0.1908210967,24815.2690000000
639,PEOPLE-USDC,1679371348308,2023-03-21 12:02:28.308,-1.2774000000,9.1599000000,5227.8914651323,0.0219200000,0.0230000000,0.0210700000,0.0216400000,5246.1673957000,238139.1400000000
640,VSYS-BTC,1679371334754,2023-03-21 12:02:14.754,-6.0606000000,10.9722000000,5223.3929625390,0.0000000792,0.0000000799,0.0000000720,0.0000000744,0.1870790061,2494520.0000000000
641,KAN-USDT,1679371320009,2023-03-21 12:02:00.009,-1.2510000000,3.6238000000,5143.5380647184,0.0011990000,0.0012010000,0.0011590000,0.0011840000,5143.5380647184,4353722.6629839996
642,EURT-USDT,1679371337205,2023-03-21 12:02:17.205,0.1782000000,0.8851000000,5044.5689439000,1.0660000000,1.0714000000,1.0620000000,1.0679000000,5044.5689439000,4712.4717000000
643,IQ-USDT,1679371327006,2023-03-21 12:02:07.006,-1.3804000000,4.3062000000,4990.7346692669,0.0065200000,0.0065400000,0.0062700000,0.0064300000,4990.7346692669,779015.0877070000
644,HDAO-USDT,1679371325010,2023-03-21 12:02:05.010,0.0000000000,5.5085000000,4896.9007028495,0.0048000000,0.0049800000,0.0047200000,0.0048000000,4896.9007028495,1006947.5136600001
645,ONT-BTC,1679371348506,2023-03-21 12:02:28.506,-7.7778000000,9.7561000000,4627.2325509221,0.0000090000,0.0000090000,0.0000082000,0.0000083000,0.1657271572,19334.9250000000
646,SWFTC-USDC,1679371334362,2023-03-21 12:02:14.362,0.1705000000,2.9235000000,4531.6438524234,0.0011730000,0.0011970000,0.0011630000,0.0011750000,4547.4858049500,3872627.2000000002
647,XRP-OKB,1679371345905,2023-03-21 12:02:25.905,0.0000000000,10.2564000000,4494.9164174541,0.0082000000,0.0086000000,0.0078000000,0.0082000000,97.1049852928,11799.6391280000
648,INT-ETH,1679371348305,2023-03-21 12:02:28.305,-4.2169000000,6.3694000000,4318.0495404403,0.0000016600,0.0000016700,0.0000015700,0.0000015900,2.4523108510,1520445.7700000000
649,MOVEZ-USDC,1679371347908,2023-03-21 12:02:27.908,-1.1538000000,6.6667000000,4026.4268501290,0.0026000000,0.0027200000,0.0025500000,0.0025700000,4040.5026392000,1549158.8999999999
650,DCR-BTC,1679371347310,2023-03-21 12:02:27.310,-2.7027000000,7.1429000000,3989.4431040043,0.0007400000,0.0007500000,0.0007000000,0.0007200000,0.1428843390,196.4196000000
651,KLAY-BTC,1679371347405,2023-03-21 12:02:27.405,-3.4320000000,4.6914000000,3677.9236590556,0.0000084500,0.0000084800,0.0000081000,0.0000081600,0.1317270800,15945.0000000000
652,SKEB-USDC,1679371347107,2023-03-21 12:02:27.107,-2.2544000000,3.3766000000,3611.7369607079,0.0020626000,0.0020727000,0.0020050000,0.0020161000,3624.3630556380,1786422.1100000001
653,AERGO-USDT,1679371340107,2023-03-21 12:02:20.107,-1.5504000000,6.3880000000,3206.1196896984,0.1290000000,0.1349000000,0.1268000000,0.1270000000,3206.1196896984,24073.0812050000
654,BCD-BTC,1679371340007,2023-03-21 12:02:20.007,-3.1977000000,8.9231000000,2755.8834113202,0.0000068800,0.0000070800,0.0000065000,0.0000066600,0.0987036459,14445.1445000000
655,GMT-USDC,1679371348510,2023-03-21 12:02:28.510,-3.6476000000,8.1613000000,2552.6204376211,0.4222000000,0.4400000000,0.4068000000,0.4068000000,2561.5440188000,5966.5999000000
656,GARI-USDC,1679371337421,2023-03-21 12:02:17.421,-3.8462000000,6.5603000000,2517.2934573170,0.0598000000,0.0601000000,0.0564000000,0.0575000000,2526.0935406300,43178.5871000000
657,NAS-BTC,1679371347307,2023-03-21 12:02:27.307,-15.2542000000,19.1919000000,2454.0422598690,0.0000011800,0.0000011800,0.0000009900,0.0000010000,0.0878930209,82868.7415000000
658,STC-USDC,1679371320007,2023-03-21 12:02:00.007,-1.4006000000,4.3860000000,2075.8835801287,0.3570000000,0.3570000000,0.3420000000,0.3520000000,2083.1405602000,5954.5127000000
659,REVV-USDT,1679371320010,2023-03-21 12:02:00.010,-2.6510000000,3.1770000000,1548.3512961864,0.0135800000,0.0136400000,0.0132200000,0.0132200000,1548.3512961864,114885.2711460000
660,DHT-USDT,1679371339605,2023-03-21 12:02:19.605,-5.7198000000,7.2953000000,1502.9946050972,0.1556000000,0.1559000000,0.1453000000,0.1467000000,1502.9946050972,10087.9730870000
661,OKDOT1-DOT,1679371326011,2023-03-21 12:02:06.011,-0.1450000000,0.1452000000,813.5592150507,0.8277000000,0.8277000000,0.8265000000,0.8265000000,130.0448417400,157.2798000000
662,OKDOT2-DOT,1679371348506,2023-03-21 12:02:28.506,-0.4170000000,0.4187000000,641.3958025470,0.7914000000,0.7914000000,0.7881000000,0.7881000000,102.5250702000,129.8331000000
663,NFT-USDC,1679371348207,2023-03-21 12:02:28.207,-0.2166000000,1.8169000000,575.6494811695,0.0000004155,0.0000004203,0.0000004128,0.0000004146,577.6618660898,1391801358.0000000000
664,BTC-EURT,1679371339008,2023-03-21 12:02:19.008,0.6852000000,3.7455000000,231.7447473194,25713.3000000000,26648.7000000000,25686.6000000000,25889.5000000000,216.4883809720,0.0081850400
665,ALPHA-BTC,1679371341407,2023-03-21 12:02:21.407,-6.9048000000,8.2474000000,154.4145129477,0.0000042000,0.0000042000,0.0000038800,0.0000039100,0.0055304500,1405.0000000000
666,BTM-BTC,1679371348409,2023-03-21 12:02:28.409,1.2453000000,5.5844000000,131.5394785379,0.0000008030,0.0000008130,0.0000007700,0.0000008130,0.0047111667,5897.3390000000
667,GEAR-USDC,1679371320009,2023-03-21 12:02:00.009,-1.2154000000,1.5079000000,124.2945601149,0.0148100000,0.0148100000,0.0145900000,0.0146300000,124.7290754000,8519.3900000000
668,HC-BTC,1679371347605,2023-03-21 12:02:27.605,-2.1680000000,5.7143000000,88.3142909802,0.0000036900,0.0000037000,0.0000035000,0.0000036100,0.0031630302,859.9137000000
669,CELT-BTC,1679371348508,2023-03-21 12:02:28.508,0.0000000000,0.0000000000,0.0529144412,0.0000000300,0.0000000300,0.0000000300,0.0000000300,0.0000018952,63.1721000000
670,ETH-EURT,1679371336409,2023-03-21 12:02:16.409,0.0000000000,0.0000000000,0.0000000000,1690.9500000000,1690.9500000000,1690.9500000000,1690.9500000000,0.0000000000,0.0000000000
