Datetime,Timestamp,Open,High,Low,Close,VolumeNum,VolumeCurrency,VolumeQuote,KlineConfirm,Symbol
2022-06-14,1655136000000,0.7500000000,0.8611000000,0.7500000000,0.8339000000,108348.2157000000,89974.5782000000,89974.5782000000,1,MANA-USDC
2022-06-15,1655222400000,0.8334000000,0.8396000000,0.7540000000,0.8100000000,223676.8491000000,177921.1473000000,177921.1473000000,1,MANA-USDC
2022-06-16,1655308800000,0.8102000000,0.9353000000,0.7839000000,0.8365000000,237518.0669000000,203902.1427000000,203902.1427000000,1,MANA-USDC
2022-06-17,1655395200000,0.8365000000,0.8683000000,0.7988000000,0.8445000000,155506.4234000000,130123.8084000000,130123.8084000000,1,MANA-USDC
2022-06-18,1655481600000,0.8442000000,0.8547000000,0.7693000000,0.7802000000,191343.1195000000,154751.4940000000,154751.4940000000,1,MANA-USDC
2022-06-19,1655568000000,0.7804000000,0.8139000000,0.7279000000,0.8064000000,210507.7310000000,162582.6049000000,162582.6049000000,1,MANA-USDC
2022-06-20,1655654400000,0.8062000000,0.8470000000,0.7872000000,0.8340000000,147985.6284000000,120869.1213000000,120869.1213000000,1,MANA-USDC
2022-06-21,1655740800000,0.8346000000,0.9031000000,0.8086000000,0.8801000000,150902.2690000000,128389.0291000000,128389.0291000000,1,MANA-USDC
2022-06-22,1655827200000,0.8802000000,0.8887000000,0.7984000000,0.8434000000,154095.4131000000,129131.1446000000,129131.1446000000,1,MANA-USDC
2022-06-23,1655913600000,0.8431000000,0.9106000000,0.8301000000,0.8719000000,162123.7694000000,141037.2007000000,141037.2007000000,1,MANA-USDC
2022-06-24,1656000000000,0.8720000000,0.9319000000,0.8568000000,0.9090000000,197479.8508000000,178420.2217000000,178420.2217000000,1,MANA-USDC
2022-06-25,1656086400000,0.9092000000,0.9912000000,0.8989000000,0.9323000000,183059.2601000000,172840.7030000000,172840.7030000000,1,MANA-USDC
2022-06-26,1656172800000,0.9323000000,1.0462000000,0.9284000000,0.9909000000,205396.6528000000,207385.0227000000,207385.0227000000,1,MANA-USDC
2022-06-27,1656259200000,0.9898000000,1.0025000000,0.9300000000,0.9448000000,171445.1255000000,165080.3028000000,165080.3028000000,1,MANA-USDC
2022-06-28,1656345600000,0.9465000000,1.0041000000,0.9198000000,0.9307000000,507206.1193000000,488807.8765000000,488807.8765000000,1,MANA-USDC
2022-06-29,1656432000000,0.9306000000,0.9366000000,0.8604000000,0.8789000000,1720625.6174999999,1524521.9641000000,1524521.9641000000,1,MANA-USDC
2022-06-30,1656518400000,0.8793000000,0.8986000000,0.7992000000,0.8230000000,2339386.6513999999,1978215.1680999999,1978215.1680999999,1,MANA-USDC
2022-07-01,1656604800000,0.8222000000,0.9020000000,0.8144000000,0.8366000000,3030336.9758000001,2587299.5196000002,2587299.5196000002,1,MANA-USDC
2022-07-02,1656691200000,0.8369000000,0.8504000000,0.8097000000,0.8246000000,1643741.7771000001,1365523.0079000001,1365523.0079000001,1,MANA-USDC
2022-07-03,1656777600000,0.8241000000,0.8450000000,0.8104000000,0.8172000000,1103985.1564000000,912194.3528000000,912194.3528000000,1,MANA-USDC
2022-07-04,1656864000000,0.8159000000,0.8864000000,0.8151000000,0.8700000000,2050706.2235999999,1741245.0105000001,1741245.0105000001,1,MANA-USDC
2022-07-05,1656950400000,0.8707000000,0.9160000000,0.8349000000,0.8483000000,2753647.7305999999,2422387.9583999999,2422387.9583999999,1,MANA-USDC
2022-07-06,1657036800000,0.8471000000,0.9187000000,0.8444000000,0.9029000000,2491693.3684000000,2205322.6667999998,2205322.6667999998,1,MANA-USDC
2022-07-07,1657123200000,0.9036000000,0.9476000000,0.9007000000,0.9274000000,1999850.1072000000,1837611.7734000001,1837611.7734000001,1,MANA-USDC
2022-07-08,1657209600000,0.9277000000,0.9576000000,0.8873000000,0.9128000000,2609754.0183999999,2395891.5022000000,2395891.5022000000,1,MANA-USDC
2022-07-09,1657296000000,0.9111000000,0.9230000000,0.8954000000,0.9093000000,2297267.5729000000,2090247.8188000000,2090247.8188000000,1,MANA-USDC
2022-07-10,1657382400000,0.9096000000,0.9203000000,0.8595000000,0.8655000000,2249695.1365000000,2003799.8600000001,2003799.8600000001,1,MANA-USDC
2022-07-11,1657468800000,0.8656000000,0.8783000000,0.8213000000,0.8380000000,2456878.2560999999,2082651.1502000000,2082651.1502000000,1,MANA-USDC
2022-07-12,1657555200000,0.8380000000,0.8467000000,0.7945000000,0.8163000000,2403900.0170000000,1959532.0481000000,1959532.0481000000,1,MANA-USDC
2022-07-13,1657641600000,0.8152000000,0.8220000000,0.7552000000,0.7816000000,3327846.6055000001,2633229.5997000001,2633229.5997000001,1,MANA-USDC
2022-07-14,1657728000000,0.7821000000,0.8184000000,0.7750000000,0.8150000000,2846016.4234000002,2278151.6579999998,2278151.6579999998,1,MANA-USDC
2022-07-15,1657814400000,0.8140000000,0.8723000000,0.8084000000,0.8491000000,4232676.4605999999,3570157.6236999999,3570157.6236999999,1,MANA-USDC
2022-07-16,1657900800000,0.8495000000,0.8613000000,0.8212000000,0.8448000000,2883944.2974999999,2423758.4564999999,2423758.4564999999,1,MANA-USDC
