Datetime,Timestamp,Open,High,Low,Close,VolumeNum,VolumeCurrency,VolumeQuote,KlineConfirm,Symbol
2018-01-11,1515600000000,1.9103000000,2.1768000000,1.8290000000,1.9879000000,19337.8418070000,38616.7063110000,38616.7063110000,1,ELF-USDT
2018-01-12,1515686400000,1.9878000000,2.1998000000,1.7994000000,1.9637000000,285480.5012230000,581206.6187790000,581206.6187790000,1,ELF-USDT
2018-01-13,1515772800000,1.9991000000,2.0962000000,1.7890000000,1.8101000000,144024.0379210000,270969.3627730000,270969.3627730000,1,ELF-USDT
2018-01-14,1515859200000,1.8105000000,1.9222000000,1.3799000000,1.4277000000,320743.6147650000,531334.4792080000,531334.4792080000,1,ELF-USDT
2018-01-15,1515945600000,1.4468000000,1.6405000000,1.3301000000,1.4274000000,267048.7727730000,391916.6611630000,391916.6611630000,1,ELF-USDT
2018-01-16,1516032000000,1.4273000000,1.5999000000,1.0000000000,1.2161000000,335062.8405710000,411627.4109310000,411627.4109310000,1,ELF-USDT
2018-01-17,1516118400000,1.2091000000,1.2091000000,0.9010000000,0.9615000000,281566.4397570000,304243.1221250000,304243.1221250000,1,ELF-USDT
2018-01-18,1516204800000,0.9834000000,1.3862000000,0.9834000000,1.3765000000,157971.3618490000,199259.1235690000,199259.1235690000,1,ELF-USDT
2018-01-19,1516291200000,1.3627000000,1.6200000000,1.2390000000,1.5506000000,113310.9009810000,160550.8410410000,160550.8410410000,1,ELF-USDT
2018-01-20,1516377600000,1.5726000000,1.8799000000,1.5234000000,1.8402000000,211836.1332500000,375710.2639490000,375710.2639490000,1,ELF-USDT
2018-01-21,1516464000000,1.8460000000,2.1000000000,1.4898000000,1.4899000000,279959.3275180000,511242.2861440000,511242.2861440000,1,ELF-USDT
2018-01-22,1516550400000,1.4684000000,1.8000000000,1.3079000000,1.3898000000,93779.1039640000,137719.1875480000,137719.1875480000,1,ELF-USDT
2018-01-23,1516636800000,1.3799000000,1.4334000000,1.2500000000,1.3811000000,66837.2514600000,89560.4299260000,89560.4299260000,1,ELF-USDT
2018-01-24,1516723200000,1.3900000000,2.0049000000,1.3721000000,1.9349000000,188263.4348970000,339554.7047690000,339554.7047690000,1,ELF-USDT
2018-01-25,1516809600000,1.9149000000,2.5499000000,1.6979000000,2.1046000000,352693.7297030000,766713.5700980000,766713.5700980000,1,ELF-USDT
2018-01-26,1516896000000,2.1000000000,2.4818000000,1.8265000000,2.0535000000,179511.2027510000,381133.7625190000,381133.7625190000,1,ELF-USDT
