Datetime,Timestamp,Open,High,Low,Close,VolumeNum,VolumeCurrency,VolumeQuote,KlineConfirm,Symbol
2022-06-28,1656345600000,0.8000000000,0.9510000000,0.8000000000,0.9090000000,156519.6024000000,145964.0116000000,145964.0116000000,1,CELO-USDC
2022-06-29,1656432000000,0.9070000000,0.9190000000,0.8490000000,0.8700000000,740441.5690000000,653013.6244000000,653013.6244000000,1,CELO-USDC
2022-06-30,1656518400000,0.8670000000,0.8950000000,0.8120000000,0.8310000000,746681.9203999999,639593.5970000000,639593.5970000000,1,CELO-USDC
2022-07-01,1656604800000,0.8320000000,0.8850000000,0.8200000000,0.8370000000,654494.9392000000,551172.0885000000,551172.0885000000,1,CELO-USDC
2022-07-02,1656691200000,0.8370000000,0.8800000000,0.8330000000,0.8580000000,550297.2897000000,469647.5029000000,469647.5029000000,1,CELO-USDC
2022-07-03,1656777600000,0.8610000000,0.8850000000,0.8440000000,0.8500000000,405950.7168000000,349576.7436000000,349576.7436000000,1,CELO-USDC
2022-07-04,1656864000000,0.8500000000,0.8870000000,0.8430000000,0.8750000000,432920.9980000000,373958.4069000000,373958.4069000000,1,CELO-USDC
2022-07-05,1656950400000,0.8760000000,0.9480000000,0.8700000000,0.9060000000,578474.5105000000,525224.6372999999,525224.6372999999,1,CELO-USDC
2022-07-06,1657036800000,0.9080000000,0.9410000000,0.8910000000,0.9020000000,676016.6979000000,614912.5932000000,614912.5932000000,1,CELO-USDC
2022-07-07,1657123200000,0.9030000000,0.9600000000,0.8970000000,0.9500000000,693741.9538000000,645398.8435000000,645398.8435000000,1,CELO-USDC
2022-07-08,1657209600000,0.9450000000,0.9870000000,0.9180000000,0.9400000000,817440.3878000000,774889.4766000001,774889.4766000001,1,CELO-USDC
2022-07-09,1657296000000,0.9380000000,0.9720000000,0.9250000000,0.9660000000,817270.3899000000,772486.4801000000,772486.4801000000,1,CELO-USDC
2022-07-10,1657382400000,0.9700000000,0.9800000000,0.9020000000,0.9100000000,726606.8680000000,684298.1851000000,684298.1851000000,1,CELO-USDC
2022-07-11,1657468800000,0.9080000000,0.9210000000,0.8590000000,0.8720000000,765699.2899000000,679640.5571000000,679640.5571000000,1,CELO-USDC
2022-07-12,1657555200000,0.8680000000,0.8870000000,0.8180000000,0.8410000000,740538.6503000000,625610.4452000000,625610.4452000000,1,CELO-USDC
2022-07-13,1657641600000,0.8430000000,0.8500000000,0.7700000000,0.7970000000,887795.1317000000,723058.3915000000,723058.3915000000,1,CELO-USDC
2022-07-14,1657728000000,0.7990000000,0.8610000000,0.7910000000,0.8580000000,1037950.7922000000,863163.1339000000,863163.1339000000,1,CELO-USDC
2022-07-15,1657814400000,0.8600000000,0.9110000000,0.8460000000,0.8970000000,1074305.4132000001,954780.3013000001,954780.3013000001,1,CELO-USDC
2022-07-16,1657900800000,0.9000000000,0.9170000000,0.8770000000,0.9010000000,734635.2899000000,659513.4443000000,659513.4443000000,1,CELO-USDC
2022-07-17,1657987200000,0.9040000000,0.9500000000,0.9020000000,0.9100000000,857425.8687000000,792995.6746000000,792995.6746000000,1,CELO-USDC
2022-07-18,1658073600000,0.9130000000,0.9990000000,0.9030000000,0.9960000000,843347.1967000000,801330.4665000000,801330.4665000000,1,CELO-USDC
2022-07-19,1658160000000,0.9930000000,1.0450000000,0.9480000000,1.0170000000,1132790.5355000000,1131124.8663000001,1131124.8663000001,1,CELO-USDC
2022-07-20,1658246400000,1.0190000000,1.0530000000,0.9910000000,1.0240000000,1016929.3510000000,1043684.2909000000,1043684.2909000000,1,CELO-USDC
2022-07-21,1658332800000,1.0260000000,1.0260000000,0.9140000000,0.9440000000,953635.1114000001,910078.6782000000,910078.6782000000,1,CELO-USDC
2022-07-22,1658419200000,0.9440000000,1.0170000000,0.9430000000,0.9700000000,876413.7084999999,862731.2189000000,862731.2189000000,1,CELO-USDC
2022-07-23,1658505600000,0.9690000000,0.9940000000,0.9250000000,0.9350000000,754187.7182999999,726366.4105000000,726366.4105000000,1,CELO-USDC
2022-07-24,1658592000000,0.9370000000,0.9650000000,0.9150000000,0.9550000000,674019.4434000000,637462.0415000001,637462.0415000001,1,CELO-USDC
