Datetime,Timestamp,Open,High,Low,Close,VolumeNum,VolumeCurrency,VolumeQuote,KlineConfirm,Symbol
2023-02-16,1676476800000,0.048,0.8,0.048,0.376,1603502.8464,540996.3555,540996.3555,1,IGU-USDC
2023-02-17,1676563200000,0.382,0.435,0.2752,0.29511,1731840.2316,597523.1886,597523.1886,1,IGU-USDC
2023-02-18,1676649600000,0.29474,0.34598,0.23042,0.23541,1585126.3836,446081.6632,446081.6632,1,IGU-USDC
2023-02-19,1676736000000,0.23543,0.24999,0.19346,0.22274,1683401.0819,372869.681,372869.681,1,IGU-USDC
2023-02-20,1676822400000,0.2227,0.29167,0.20083,0.23753,1215695.0584,295790.9818,295790.9818,1,IGU-USDC
2023-02-21,1676908800000,0.23754,0.265,0.20573,0.2199,831001.1687,196486.8803,196486.8803,1,IGU-USDC
2023-02-22,1676995200000,0.21999,0.22026,0.17633,0.18413,811875.4417,160862.6303,160862.6303,1,IGU-USDC
2023-02-23,1677081600000,0.18416,0.198,0.15,0.19222,1284777.4545,220959.3852,220959.3852,1,IGU-USDC
2023-02-24,1677168000000,0.19226,0.19313,0.14443,0.15761,846791.2298,137448.3431,137448.3431,1,IGU-USDC
2023-02-25,1677254400000,0.1576,0.15873,0.12139,0.13483,683841.6995,91959.9889,91959.9889,1,IGU-USDC
2023-02-26,1677340800000,0.13483,0.13483,0.12117,0.12568,490053.2671,61878.6614,61878.6614,1,IGU-USDC
2023-02-27,1677427200000,0.12569,0.14893,0.11487,0.11706,815618.9893,101005.1894,101005.1894,1,IGU-USDC
2023-02-28,1677513600000,0.11706,0.12298,0.10016,0.10382,616976.8337,70822.6771,70822.6771,1,IGU-USDC
2023-03-01,1677600000000,0.10382,0.15811,0.10364,0.1439,1022427.8934,129103.1696,129103.1696,1,IGU-USDC
2023-03-02,1677686400000,0.14394,0.15368,0.11666,0.11966,636644.2081,85174.7932,85174.7932,1,IGU-USDC
2023-03-03,1677772800000,0.11966,0.12624,0.10889,0.11586,438229.1352,50940.302887176,50940.302887176,1,IGU-USDC
2023-03-04,1677859200000,0.11589,0.15115,0.11578,0.12265,725605.7109,93881.301447336,93881.301447336,1,IGU-USDC
2023-03-05,1677945600000,0.12264,0.13691,0.10714,0.11922,895050.731,104171.768170928,104171.768170928,1,IGU-USDC
2023-03-06,1678032000000,0.11919,0.14272,0.11234,0.12193,838157.3562,106002.421093639,106002.421093639,1,IGU-USDC
2023-03-07,1678118400000,0.12194,0.14089,0.12165,0.12893,466785.3254,60617.499677269,60617.499677269,1,IGU-USDC
2023-03-08,1678204800000,0.12897,0.13869,0.12367,0.12468,436022.182,56656.333241858,56656.333241858,1,IGU-USDC
2023-03-09,1678291200000,0.12466,0.13483,0.11889,0.12293,304101.448,38505.141751412,38505.141751412,1,IGU-USDC
2023-03-10,1678377600000,0.1229,0.12312,0.09084,0.09748,489551.1702,51539.903426273,51539.903426273,1,IGU-USDC
2023-03-11,1678464000000,0.09748,0.11425,0.09747,0.10477,315296.8544,33264.103574942,33264.103574942,1,IGU-USDC
2023-03-12,1678550400000,0.10474,0.105,0.10086,0.10245,238141.6126,24539.631342597,24539.631342597,1,IGU-USDC
2023-03-13,1678636800000,0.10253,0.10674,0.0986,0.10309,368968.8294,37851.348838422,37851.348838422,1,IGU-USDC
2023-03-14,1678723200000,0.10305,0.10668,0.10164,0.10387,348462.8042,36333.869494077,36333.869494077,1,IGU-USDC
2023-03-15,1678809600000,0.10389,0.10478,0.09438,0.09489,356049.2772,36129.569714704,36129.569714704,1,IGU-USDC
2023-03-16,1678896000000,0.09487,0.09665,0.08538,0.0865,358095.7086,33043.58282487,33043.58282487,1,IGU-USDC
2023-03-17,1678982400000,0.08652,0.09285,0.08199,0.08467,453907.3558,39536.047365661,39536.047365661,1,IGU-USDC
2023-03-18,1679068800000,0.08464,0.09568,0.08445,0.09198,550173.4926,49676.093963681,49676.093963681,1,IGU-USDC
2023-03-19,1679155200000,0.09201,0.09387,0.0858,0.08742,437761.0226,39553.758484444,39553.758484444,1,IGU-USDC
