Datetime,Timestamp,Open,High,Low,Close,VolumeNum,VolumeCurrency,VolumeQuote,KlineConfirm,Symbol
2022-06-07,1654531200000,0.1000000000,0.1084000000,0.1000000000,0.1064000000,24688.1153000000,2582.4763000000,2582.4763000000,1,FITFI-USDC
2022-06-08,1654617600000,0.1064000000,0.1093000000,0.0912000000,0.0967000000,272643.0516000000,26765.0218000000,26765.0218000000,1,FITFI-USDC
2022-06-09,1654704000000,0.0967000000,0.0967000000,0.0736000000,0.0820000000,593406.7883000000,49170.4576000000,49170.4576000000,1,FITFI-USDC
2022-06-10,1654790400000,0.0830000000,0.0836000000,0.0702000000,0.0722000000,1735569.4894000001,132186.0584000000,132186.0584000000,1,FITFI-USDC
2022-06-11,1654876800000,0.0722000000,0.0728000000,0.0553000000,0.0574000000,3804457.5247999998,243941.4198000000,243941.4198000000,1,FITFI-USDC
2022-06-12,1654963200000,0.0574000000,0.0645000000,0.0497000000,0.0588000000,5108367.5997000001,288561.4794000000,288561.4794000000,1,FITFI-USDC
2022-06-13,1655049600000,0.0588000000,0.0687000000,0.0509000000,0.0585000000,12982081.5918000005,783069.5071000000,783069.5071000000,1,FITFI-USDC
2022-06-14,1655136000000,0.0585000000,0.0647000000,0.0550000000,0.0642000000,3897000.1581000001,232255.5315000000,232255.5315000000,1,FITFI-USDC
2022-06-15,1655222400000,0.0642000000,0.0932000000,0.0613000000,0.0864000000,10234893.9681000002,757980.0702000000,757980.0702000000,1,FITFI-USDC
2022-06-16,1655308800000,0.0865000000,0.1205000000,0.0810000000,0.0913000000,16078081.7934000008,1560846.2794999999,1560846.2794999999,1,FITFI-USDC
2022-06-17,1655395200000,0.0913000000,0.0983000000,0.0810000000,0.0903000000,4555122.4274000004,412606.3972000000,412606.3972000000,1,FITFI-USDC
2022-06-18,1655481600000,0.0901000000,0.0940000000,0.0780000000,0.0825000000,2584112.8278000001,219974.7749000000,219974.7749000000,1,FITFI-USDC
2022-06-19,1655568000000,0.0825000000,0.1044000000,0.0751000000,0.1034000000,4001124.8259999999,352664.7200000000,352664.7200000000,1,FITFI-USDC
2022-06-20,1655654400000,0.1037000000,0.1141000000,0.0935000000,0.1060000000,4926474.6416999996,510008.4527000000,510008.4527000000,1,FITFI-USDC
2022-06-21,1655740800000,0.1059000000,0.1147000000,0.0957000000,0.1106000000,2728162.0273000002,286068.7577000000,286068.7577000000,1,FITFI-USDC
2022-06-22,1655827200000,0.1106000000,0.1166000000,0.1016000000,0.1055000000,3175444.5208999999,348343.0431000000,348343.0431000000,1,FITFI-USDC
2022-06-23,1655913600000,0.1060000000,0.1066000000,0.0965000000,0.1007000000,1934541.7686999999,197681.8063000000,197681.8063000000,1,FITFI-USDC
2022-06-24,1656000000000,0.1008000000,0.1064000000,0.0972000000,0.1008000000,1419172.2279999999,145339.1912000000,145339.1912000000,1,FITFI-USDC
2022-06-25,1656086400000,0.1008000000,0.1058000000,0.0976000000,0.0981000000,1417399.4539999999,143823.8787000000,143823.8787000000,1,FITFI-USDC
2022-06-26,1656172800000,0.0981000000,0.1053000000,0.0973000000,0.1004000000,1961838.0451000000,199166.7541000000,199166.7541000000,1,FITFI-USDC
2022-06-27,1656259200000,0.1004000000,0.1042000000,0.0920000000,0.0935000000,1556070.9597000000,153269.4341000000,153269.4341000000,1,FITFI-USDC
2022-06-28,1656345600000,0.0935000000,0.0973000000,0.0898000000,0.0919000000,2046322.8987000000,191248.1050000000,191248.1050000000,1,FITFI-USDC
2022-06-29,1656432000000,0.0916000000,0.0940000000,0.0796000000,0.0830000000,6890528.9584999997,574661.6664000000,574661.6664000000,1,FITFI-USDC
2022-06-30,1656518400000,0.0830000000,0.0861000000,0.0719000000,0.0766000000,9917801.4425000008,782455.3961000000,782455.3961000000,1,FITFI-USDC
2022-07-01,1656604800000,0.0766000000,0.0932000000,0.0745000000,0.0832000000,9492544.3924000002,795842.6354000000,795842.6354000000,1,FITFI-USDC
2022-07-02,1656691200000,0.0833000000,0.0840000000,0.0754000000,0.0783000000,4000735.1301000002,317605.5177000000,317605.5177000000,1,FITFI-USDC
2022-07-03,1656777600000,0.0782000000,0.0830000000,0.0772000000,0.0787000000,5076781.9222999997,402858.5837000000,402858.5837000000,1,FITFI-USDC
2022-07-04,1656864000000,0.0786000000,0.0846000000,0.0784000000,0.0839000000,4223325.5076000001,345877.4950000000,345877.4950000000,1,FITFI-USDC
2022-07-05,1656950400000,0.0839000000,0.0890000000,0.0770000000,0.0790000000,6041046.3339999998,503634.9685000000,503634.9685000000,1,FITFI-USDC
2022-07-06,1657036800000,0.0788000000,0.0840000000,0.0788000000,0.0808000000,3477045.2113999999,280814.6849000000,280814.6849000000,1,FITFI-USDC
2022-07-07,1657123200000,0.0808000000,0.0818000000,0.0787000000,0.0814000000,2728724.2916000001,219379.3297000000,219379.3297000000,1,FITFI-USDC
2022-07-08,1657209600000,0.0813000000,0.0837000000,0.0790000000,0.0799000000,3949353.6573000001,320506.4935000000,320506.4935000000,1,FITFI-USDC
